record_status,parent_entity_id,entity_id,slug,name,record_type,category,partner_type,brand,district,latitude,longitude,address,source_layer,pin_key,pin_label,pin_asset_path,has_perk,is_inkind,offer_summary,listing_brand_property_business_overview,resident_badge,resident_eyebrow,resident_meta,resident_panel_copy,resident_signal,resident_context_labels,resident_insight_grid,resident_actions,partner_badge,partner_eyebrow,partner_meta,partner_panel_copy,partner_signal,partner_context_labels,partner_insight_grid,partner_actions,image_path,source_url,valid_through,terms_summary,verification_status
current_map_entity,,brand-the-shore,the-shore,The Shore,brand,property,property,,Rainey,30.2554,-97.7397,,property,property,Property,/pins/circular/categories/residential.svg,True,False,Nearby guide and local perks,"Explore nearby dining, wellness, local perks, and everyday downtown spots around The Shore.",Property,Rainey,0.2 mi / Resident ready,"Explore nearby dining, wellness, local perks, and everyday downtown spots around The Shore.",Nearby guide and local perks,Resident benefit | Nearby locations | Active offer | Campaign opportunity,,Open Resident Guide -> /brands/the-shore | Explore Nearby -> /map?mode=resident&tab=map&filter=Around%20the%20Corner&entityId=brand-the-shore | Save -> toggle_saved_state,Property,Rainey,0.2 mi / Partner signal,The Shore can turn its walkable location and Van Zandt relationship into everyday resident value.,Nearby guide and local perks,Resident benefit | Nearby locations | Active offer | Campaign opportunity,,Launch Campaign -> /partners/campaigns?brand=the-shore | View Reports -> /partner-workspace/overview?brand=the-shore | Resident View -> /map?mode=resident&tab=map&entityId=brand-the-shore | Edit Visibility -> open_visibility_controls | View Audience -> open_audience_view | Contact -> /contact,/images/austonian_lobby_1779052725341.png,,,,Imported from current map inventory
current_map_entity,,brand-the-waterline,the-waterline,The Waterline,brand,property,property,,Rainey,30.2594,-97.741,,property,property,Property,/pins/circular/categories/residential.svg,True,False,Nearby guide and local perks,"Discover dining, wellness, events, and nearby experiences connected to life at The Waterline.",Property,Rainey,0.4 mi / Resident ready,"Discover dining, wellness, events, and nearby experiences connected to life at The Waterline.",Nearby guide and local perks,Resident benefit | Nearby locations | Active offer | Campaign opportunity,,Open Resident Guide -> /brands/the-waterline | Explore Nearby -> /map?mode=resident&tab=map&filter=Around%20the%20Corner&entityId=brand-the-waterline | Save -> toggle_saved_state,Property,Rainey,0.4 mi / Partner signal,The Waterline can turn its downtown setting into a daily resident advantage.,Nearby guide and local perks,Resident benefit | Nearby locations | Active offer | Campaign opportunity,,Launch Campaign -> /partners/campaigns?brand=the-waterline | View Reports -> /partner-workspace/overview?brand=the-waterline | Resident View -> /map?mode=resident&tab=map&entityId=brand-the-waterline | Edit Visibility -> open_visibility_controls | View Audience -> open_audience_view | Contact -> /contact,/images/austonian_lobby_1779052725341.png,,,,Imported from current map inventory
current_map_entity,,brand-the-paseo,the-paseo,The Paseo,brand,property,property,,Downtown Core,30.2661,-97.7466,,property,property,Property,/pins/circular/categories/residential.svg,True,False,Nearby guide and local perks,"Find walkable dining, neighborhood events, wellness, and local experiences around The Paseo.",Property,Downtown Core,0.6 mi / Resident ready,"Find walkable dining, neighborhood events, wellness, and local experiences around The Paseo.",Nearby guide and local perks,Resident benefit | Nearby locations | Active offer | Campaign opportunity,,Open Resident Guide -> /brands/the-paseo | Explore Nearby -> /map?mode=resident&tab=map&filter=Around%20the%20Corner&entityId=brand-the-paseo | Save -> toggle_saved_state,Property,Downtown Core,0.6 mi / Partner signal,"The Paseo can give residents a clearer, more useful connection to the neighborhood around them.",Nearby guide and local perks,Resident benefit | Nearby locations | Active offer | Campaign opportunity,,Launch Campaign -> /partners/campaigns?brand=the-paseo | View Reports -> /partner-workspace/overview?brand=the-paseo | Resident View -> /map?mode=resident&tab=map&entityId=brand-the-paseo | Edit Visibility -> open_visibility_controls | View Audience -> open_audience_view | Contact -> /contact,/images/commercial_street_level_1779052788888.png,,,,Imported from current map inventory
current_map_entity,,brand-bangers,bangers,Banger's,brand,restaurant,restaurant,Banger's,Rainey,30.2578,-97.7386,,brand,dining,Dining,/pins/circular/categories/dining.svg,True,False,Nearby guide and local perks,"See what's happening nearby: dining, live music, events, and local perks around Banger's.",Brand,Rainey,0.2 mi / Resident ready,"See what's happening nearby: dining, live music, events, and local perks around Banger's.",Nearby guide and local perks,Resident benefit | Nearby locations | Active offer | Campaign opportunity,,See Nearby Dining -> /brands/bangers | Explore Nearby -> /map?mode=resident&tab=map&filter=Around%20the%20Corner&entityId=brand-bangers | Save -> toggle_saved_state,Brand,Rainey,0.2 mi / Partner signal,"Banger's can meet nearby residents during brunch, live music, happy hour, and late-night plans.",Nearby guide and local perks,Resident benefit | Nearby locations | Active offer | Campaign opportunity,,Launch Campaign -> /partners/campaigns?brand=bangers | View Reports -> /partner-workspace/overview?brand=bangers | Resident View -> /map?mode=resident&tab=map&entityId=brand-bangers | Edit Visibility -> open_visibility_controls | View Audience -> open_audience_view | Contact -> /contact,/images/partner_dining_patio_1779052819620.png,,,,Imported from current map inventory
current_map_entity,,brand-the-stay-put,the-stay-put,The Stay Put,brand,venue,venue,The Stay Put,Rainey,30.2572,-97.7382,,brand,dining,Dining,/pins/circular/categories/dining.svg,True,False,Nearby guide and local perks,"Plan your next stop: drinks, music, nearby spots, and late-night downtown energy.",Brand,Rainey,0.4 mi / Resident ready,"Plan your next stop: drinks, music, nearby spots, and late-night downtown energy.",Nearby guide and local perks,Resident benefit | Nearby locations | Active offer | Campaign opportunity,,See What's Nearby -> /brands/the-stay-put | Explore Nearby -> /map?mode=resident&tab=map&filter=Around%20the%20Corner&entityId=brand-the-stay-put | Save -> toggle_saved_state,Brand,Rainey,0.4 mi / Partner signal,The Stay Put can meet people while they are already nearby and deciding where to go next.,Nearby guide and local perks,Resident benefit | Nearby locations | Active offer | Campaign opportunity,,Launch Campaign -> /partners/campaigns?brand=the-stay-put | View Reports -> /partner-workspace/overview?brand=the-stay-put | Resident View -> /map?mode=resident&tab=map&entityId=brand-the-stay-put | Edit Visibility -> open_visibility_controls | View Audience -> open_audience_view | Contact -> /contact,/images/motion/5OVOBur8PVysCm5FG_VdOAa7gUhIy1_fvE5kZsu0GsuYm7SNjgBBbVIIlHOziVJCOc7KQxMoc4JfYS5n4KfGSTDmXb6UZcEuaFk9nCXQkN1E78Sv8Pa4g4ktnmgi139nJwRbEqIhH7K1xlwdOC-afhNU2-a7TMFg6QTIvalBTTn4eKA2rlRgzVjsBrBtko0R.jpeg,,,,Imported from current map inventory
current_map_entity,,brand-lustre-pearl,lustre-pearl,Lustre Pearl,brand,venue,venue,Lustre Pearl,Rainey,30.2582,-97.7389,,brand,dining,Dining,/pins/circular/categories/dining.svg,True,False,Nearby guide and local perks,"Plan your next stop with drinks, music, nearby spots, and late-night downtown energy.",Brand,Rainey,0.6 mi / Resident ready,"Plan your next stop with drinks, music, nearby spots, and late-night downtown energy.",Nearby guide and local perks,Resident benefit | Nearby locations | Active offer | Campaign opportunity,,Show Card -> /brands/lustre-pearl | Explore Nearby -> /map?mode=resident&tab=map&filter=Around%20the%20Corner&entityId=brand-lustre-pearl | Save -> toggle_saved_state,Brand,Rainey,0.6 mi / Partner signal,Nearby traffic and resident interest can support timely venue recommendations.,Nearby guide and local perks,Resident benefit | Nearby locations | Active offer | Campaign opportunity,,Launch Campaign -> /partners/campaigns?brand=lustre-pearl | View Reports -> /partner-workspace/overview?brand=lustre-pearl | Resident View -> /map?mode=resident&tab=map&entityId=brand-lustre-pearl | Edit Visibility -> open_visibility_controls | View Audience -> open_audience_view | Contact -> /contact,/images/motion/5OVOBur8PVysCm5FG_VdOAa7gUhIy1_fvE5kZsu0GsuYm7SNjgBBbVIIlHOziVJCOc7KQxMoc4JfYS5n4KfGSTDmXb6UZcEuaFk9nCXQkN1E78Sv8Pa4g4ktnmgi139nJwRbEqIhH7K1xlwdOC-afhNU2-a7TMFg6QTIvalBTTn4eKA2rlRgzVjsBrBtko0R.jpeg,,,,Imported from current map inventory
current_map_entity,,brand-half-step,half-step,Half Step,brand,venue,venue,Half Step,Rainey,30.2574,-97.7387,,brand,dining,Dining,/pins/circular/categories/dining.svg,True,False,Nearby guide and local perks,"Plan your next stop with drinks, music, nearby spots, and late-night downtown energy.",Brand,Rainey,0.2 mi / Resident ready,"Plan your next stop with drinks, music, nearby spots, and late-night downtown energy.",Nearby guide and local perks,Resident benefit | Nearby locations | Active offer | Campaign opportunity,,Show Card -> /brands/half-step | Explore Nearby -> /map?mode=resident&tab=map&filter=Around%20the%20Corner&entityId=brand-half-step | Save -> toggle_saved_state,Brand,Rainey,0.2 mi / Partner signal,Nearby traffic and resident interest can support timely venue recommendations.,Nearby guide and local perks,Resident benefit | Nearby locations | Active offer | Campaign opportunity,,Launch Campaign -> /partners/campaigns?brand=half-step | View Reports -> /partner-workspace/overview?brand=half-step | Resident View -> /map?mode=resident&tab=map&entityId=brand-half-step | Edit Visibility -> open_visibility_controls | View Audience -> open_audience_view | Contact -> /contact,/images/partner/drop-in-images/inkind-table-spread.jpg,,,,Imported from current map inventory
current_map_entity,,brand-comedy-mothership,comedy-mothership,Comedy Mothership,brand,culture,culture,Comedy Mothership,6th Street,30.2664,-97.7428,,brand,art,Art,/pins/circular/categories/culture.svg,True,False,Nearby guide and local perks,"Plan cultural stops, shows, art, and nearby dining around this destination.",Brand,6th Street,0.4 mi / Resident ready,"Plan cultural stops, shows, art, and nearby dining around this destination.",Nearby guide and local perks,Resident benefit | Nearby locations | Active offer | Campaign opportunity,,RSVP -> /brands/comedy-mothership | Explore Nearby -> /map?mode=resident&tab=map&filter=Around%20the%20Corner&entityId=brand-comedy-mothership | Save -> toggle_saved_state,Brand,6th Street,0.4 mi / Partner signal,Culture and event traffic can support nearby dining and stronger local plans.,Nearby guide and local perks,Resident benefit | Nearby locations | Active offer | Campaign opportunity,,Launch Campaign -> /partners/campaigns?brand=comedy-mothership | View Reports -> /partner-workspace/overview?brand=comedy-mothership | Resident View -> /map?mode=resident&tab=map&entityId=brand-comedy-mothership | Edit Visibility -> open_visibility_controls | View Audience -> open_audience_view | Contact -> /contact,/images/motion/5OVOBur8PVysCm5FG_VdOAa7gUhIy1_fvE5kZsu0GsuYm7SNjgBBbVIIlHOziVJCOc7KQxMoc4JfYS5n4KfGSTDmXb6UZcEuaFk9nCXQkN1E78Sv8Pa4g4ktnmgi139nJwRbEqIhH7K1xlwdOC-afhNU2-a7TMFg6QTIvalBTTn4eKA2rlRgzVjsBrBtko0R.jpeg,,,,Imported from current map inventory
current_map_entity,,brand-hotel-van-zandt,hotel-van-zandt,Hotel Van Zandt,brand,hotel,hotel,,Rainey,30.259966,-97.739141,,hotel,hotel,Hotel,/pins/circular/categories/hotels.svg,True,False,Nearby guide and local perks,"Explore nearby dining, live music, wellness, and local experiences around Hotel Van Zandt.",Hotel,Rainey,0.6 mi / Hospitality hub,"Explore nearby dining, live music, wellness, and local experiences around Hotel Van Zandt.",Nearby guide and local perks,Resident benefit | Nearby locations | Active offer | Campaign opportunity,,View Details -> /brands/hotel-van-zandt | Explore Nearby -> /map?mode=resident&tab=map&filter=Around%20the%20Corner&entityId=brand-hotel-van-zandt | Save -> toggle_saved_state,Hotel,Rainey,0.6 mi / Partner signal,Hotel Van Zandt can help guests move through downtown with more confidence and less friction.,Nearby guide and local perks,Resident benefit | Nearby locations | Active offer | Campaign opportunity,,Launch Campaign -> /partners/campaigns?brand=hotel-van-zandt | View Reports -> /partner-workspace/overview?brand=hotel-van-zandt | Resident View -> /map?mode=resident&tab=map&entityId=brand-hotel-van-zandt | Edit Visibility -> open_visibility_controls | View Audience -> open_audience_view | Contact -> /contact,/images/hospitality/FVYZlJYG9EOdXp31bh8GIkk3w6mSV8U8I1d9Zqofl--jqIENgWsuqVYVSszwDnFwze8BBSM4tzTLq2Uch3eNsNN7jLRha9DXMuJzwOPIu6IS3i4KPsJjwWZhQG2_2udJyaVJSu7yMNnkDqcXa6Ni_h8cHea5qSaBgHQQcnKPXlD7NqsIYGDxz2TQ1IACJQRP.jpeg,,,,Imported from current map inventory
current_map_entity,,brand-geraldines,geraldines,Geraldine's,brand,restaurant,restaurant,Geraldine's,Rainey,30.2568,-97.7391,,brand,inkind,inKind,/pins/circular/brands/inkind.svg,True,True,Nearby guide and local perks,"Explore nearby dining, neighborhood events, and local moments around this restaurant.",Brand,Rainey,0.2 mi / Participating inKind restaurant,Use your Downtown Perks card for a resident dining benefit at participating inKind restaurants nearby.,Nearby guide and local perks,Dining benefits | People nearby | Restaurants | Events nearby,What you get | How to use it | Dining feel | Nearby context | Best time to go,Show Card -> /map?mode=resident&tab=pass&sourceEntity=brand-geraldines | View Dining Benefit -> open_offer_subview | View Venue -> open_venue_subview | Dining Nearby -> /map?mode=resident&tab=map&filter=perks&near=brand-geraldines | External maps directions -> google_maps_url | Save -> toggle_saved_state,Brand,Rainey,0.2 mi / Participating inKind restaurant,"Geraldine's is showing nearby dinner interest, group dining plans, nightlife overlap, and useful moments to reach people before they choose where to go.",Nearby guide and local perks,Dining benefits | People nearby | Restaurants | Events nearby,Dinner interest | Group plans | Nearby flow | Best time | Suggested move,Plan Dining Push -> /partners/campaigns?network=inkind&entityId=brand-geraldines | View Dining Report -> /partner-workspace/overview?network=inkind&entityId=brand-geraldines | View Dashboard -> /partner-workspace/overview?network=inkind&entityId=brand-geraldines | Resident View -> /map?mode=resident&tab=map&filter=inkind&entityId=brand-geraldines | Edit Visibility -> open_visibility_controls | View Audience -> open_audience_view | Contact -> /contact,/images/partner/drop-in-images/inkind-plated-dinner.jpg,,,,Imported from current map inventory
current_map_entity,,brand-four-seasons,four-seasons,Four Seasons Austin,brand,hotel,hotel,,Downtown Core,30.26162,-97.74226,,hotel,four_seasons,Four Seasons,/pins/circular/brands/four-seasons.svg,True,False,Nearby guide and local perks,"Discover curated downtown dining, wellness, and nearby experiences around Four Seasons Austin.",Hotel,Downtown Core,0.4 mi / Hospitality hub,"Discover curated downtown dining, wellness, and nearby experiences around Four Seasons Austin.",Nearby guide and local perks,Resident benefit | Nearby locations | Active offer | Campaign opportunity,,View Details -> /brands/four-seasons | Explore Nearby -> /map?mode=resident&tab=map&filter=Around%20the%20Corner&entityId=brand-four-seasons | Save -> toggle_saved_state,Hotel,Downtown Core,0.4 mi / Partner signal,Four Seasons can give guests a more considered way to explore downtown.,Nearby guide and local perks,Resident benefit | Nearby locations | Active offer | Campaign opportunity,,Launch Campaign -> /partners/campaigns?brand=four-seasons | View Reports -> /partner-workspace/overview?brand=four-seasons | Resident View -> /map?mode=resident&tab=map&entityId=brand-four-seasons | Edit Visibility -> open_visibility_controls | View Audience -> open_audience_view | Contact -> /contact,/images/waustin_pool_1779052756806.png,,,,Imported from current map inventory
current_map_entity,,brand-four-seasons-residences,four-seasons-residences,Four Seasons Residences,brand,property,property,,Downtown Core,30.2617,-97.742,,property,four_seasons,Four Seasons,/pins/circular/brands/four-seasons.svg,True,False,Nearby guide and local perks,"Explore nearby dining, wellness, local perks, and everyday downtown experiences around Four Seasons Residences.",Property,Downtown Core,0.6 mi / Resident ready,"Explore nearby dining, wellness, local perks, and everyday downtown experiences around Four Seasons Residences.",Nearby guide and local perks,Resident benefit | Nearby locations | Active offer | Campaign opportunity,,Open Resident Guide -> /brands/four-seasons-residences | Explore Nearby -> /map?mode=resident&tab=map&filter=Around%20the%20Corner&entityId=brand-four-seasons-residences | Save -> toggle_saved_state,Property,Downtown Core,0.6 mi / Partner signal,"Four Seasons Residences can make downtown feel easier, calmer, and more useful for residents.",Nearby guide and local perks,Resident benefit | Nearby locations | Active offer | Campaign opportunity,,Launch Campaign -> /partners/campaigns?brand=four-seasons-residences | View Reports -> /partner-workspace/overview?brand=four-seasons-residences | Resident View -> /map?mode=resident&tab=map&entityId=brand-four-seasons-residences | Edit Visibility -> open_visibility_controls | View Audience -> open_audience_view | Contact -> /contact,/images/waustin_pool_1779052756806.png,,,,Imported from current map inventory
current_map_entity,,brand-the-line-austin,the-line-austin,The Line Austin,brand,hotel,hotel,,Congress,30.2627,-97.7435,,hotel,hotel,Hotel,/pins/circular/categories/hotels.svg,True,False,Nearby guide and local perks,"Explore nearby dining, live music, wellness, and local experiences around this hotel.",Hotel,Congress,0.2 mi / Hospitality hub,"Explore nearby dining, live music, wellness, and local experiences around this hotel.",Nearby guide and local perks,Resident benefit | Nearby locations | Active offer | Campaign opportunity,,Show Card -> /brands/the-line-austin | Explore Nearby -> /map?mode=resident&tab=map&filter=Around%20the%20Corner&entityId=brand-the-line-austin | Save -> toggle_saved_state,Hotel,Congress,0.2 mi / Partner signal,"Guest and resident traffic can support local dining, events, and better nearby recommendations.",Nearby guide and local perks,Resident benefit | Nearby locations | Active offer | Campaign opportunity,,Launch Campaign -> /partners/campaigns?brand=the-line-austin | View Reports -> /partner-workspace/overview?brand=the-line-austin | Resident View -> /map?mode=resident&tab=map&entityId=brand-the-line-austin | Edit Visibility -> open_visibility_controls | View Audience -> open_audience_view | Contact -> /contact,/images/hospitality/FVYZlJYG9EOdXp31bh8GIkk3w6mSV8U8I1d9Zqofl--jqIENgWsuqVYVSszwDnFwze8BBSM4tzTLq2Uch3eNsNN7jLRha9DXMuJzwOPIu6IS3i4KPsJjwWZhQG2_2udJyaVJSu7yMNnkDqcXa6Ni_h8cHea5qSaBgHQQcnKPXlD7NqsIYGDxz2TQ1IACJQRP.jpeg,,,,Imported from current map inventory
current_map_entity,,brand-fairmont-austin,fairmont-austin,Fairmont Austin,brand,hotel,hotel,,Convention Core,30.2622,-97.7404,,hotel,hotel,Hotel,/pins/circular/categories/hotels.svg,True,False,Nearby guide and local perks,"Explore nearby dining, live music, wellness, and local experiences around this hotel.",Hotel,Convention Core,0.4 mi / Hospitality hub,"Explore nearby dining, live music, wellness, and local experiences around this hotel.",Nearby guide and local perks,Resident benefit | Nearby locations | Active offer | Campaign opportunity,,Show Card -> /brands/fairmont-austin | Explore Nearby -> /map?mode=resident&tab=map&filter=Around%20the%20Corner&entityId=brand-fairmont-austin | Save -> toggle_saved_state,Hotel,Convention Core,0.4 mi / Partner signal,"Guest and resident traffic can support local dining, events, and better nearby recommendations.",Nearby guide and local perks,Resident benefit | Nearby locations | Active offer | Campaign opportunity,,Launch Campaign -> /partners/campaigns?brand=fairmont-austin | View Reports -> /partner-workspace/overview?brand=fairmont-austin | Resident View -> /map?mode=resident&tab=map&entityId=brand-fairmont-austin | Edit Visibility -> open_visibility_controls | View Audience -> open_audience_view | Contact -> /contact,/images/hospitality/FVYZlJYG9EOdXp31bh8GIkk3w6mSV8U8I1d9Zqofl--jqIENgWsuqVYVSszwDnFwze8BBSM4tzTLq2Uch3eNsNN7jLRha9DXMuJzwOPIu6IS3i4KPsJjwWZhQG2_2udJyaVJSu7yMNnkDqcXa6Ni_h8cHea5qSaBgHQQcnKPXlD7NqsIYGDxz2TQ1IACJQRP.jpeg,,,,Imported from current map inventory
current_map_entity,,brand-austin-marriott-downtown,austin-marriott-downtown,Austin Marriott Downtown,brand,hotel,hotel,,Convention Core,30.2634,-97.7402,,hotel,hotel,Hotel,/pins/circular/categories/hotels.svg,True,False,Nearby guide and local perks,"Explore nearby dining, live music, wellness, and local experiences around this hotel.",Hotel,Convention Core,0.6 mi / Hospitality hub,"Explore nearby dining, live music, wellness, and local experiences around this hotel.",Nearby guide and local perks,Resident benefit | Nearby locations | Active offer | Campaign opportunity,,Show Card -> /brands/austin-marriott-downtown | Explore Nearby -> /map?mode=resident&tab=map&filter=Around%20the%20Corner&entityId=brand-austin-marriott-downtown | Save -> toggle_saved_state,Hotel,Convention Core,0.6 mi / Partner signal,"Guest and resident traffic can support local dining, events, and better nearby recommendations.",Nearby guide and local perks,Resident benefit | Nearby locations | Active offer | Campaign opportunity,,Launch Campaign -> /partners/campaigns?brand=austin-marriott-downtown | View Reports -> /partner-workspace/overview?brand=austin-marriott-downtown | Resident View -> /map?mode=resident&tab=map&entityId=brand-austin-marriott-downtown | Edit Visibility -> open_visibility_controls | View Audience -> open_audience_view | Contact -> /contact,/images/hospitality/FVYZlJYG9EOdXp31bh8GIkk3w6mSV8U8I1d9Zqofl--jqIENgWsuqVYVSszwDnFwze8BBSM4tzTLq2Uch3eNsNN7jLRha9DXMuJzwOPIu6IS3i4KPsJjwWZhQG2_2udJyaVJSu7yMNnkDqcXa6Ni_h8cHea5qSaBgHQQcnKPXlD7NqsIYGDxz2TQ1IACJQRP.jpeg,,,,Imported from current map inventory
current_map_entity,,brand-royal-blue-grocery,royal-blue-grocery,Royal Blue Grocery,brand,retail,retail,Royal Blue Grocery,Downtown Core,30.2665,-97.7432,,brand,retail,Retail,/pins/circular/categories/retail.svg,True,False,Nearby guide and local perks,"Explore downtown events, outdoor moments, retail stops, and local experiences nearby.",Brand,Downtown Core,0.2 mi / Resident ready,"Explore downtown events, outdoor moments, retail stops, and local experiences nearby.",Nearby guide and local perks,Resident benefit | Nearby locations | Active offer | Campaign opportunity,,Show Card -> /brands/royal-blue-grocery | Explore Nearby -> /map?mode=resident&tab=map&filter=Around%20the%20Corner&entityId=brand-royal-blue-grocery | Save -> toggle_saved_state,Brand,Downtown Core,0.2 mi / Partner signal,Shopping interest and local events can bring more people into real downtown moments.,Nearby guide and local perks,Resident benefit | Nearby locations | Active offer | Campaign opportunity,,Launch Campaign -> /partners/campaigns?brand=royal-blue-grocery | View Reports -> /partner-workspace/overview?brand=royal-blue-grocery | Resident View -> /map?mode=resident&tab=map&entityId=brand-royal-blue-grocery | Edit Visibility -> open_visibility_controls | View Audience -> open_audience_view | Contact -> /contact,/images/panels/yeti.jpeg,,,,Imported from current map inventory
current_map_entity,,brand-jos-coffee,jos-coffee,Jo's Coffee,brand,coffee,coffee,Jo's Coffee,2nd Street,30.2516,-97.7494,,brand,coffee,Coffee,/pins/circular/categories/coffee.svg,True,False,Nearby guide and local perks,"Find coffee nearby for errands, work blocks, and neighborhood routines.",Brand,2nd Street,0.4 mi / Resident ready,"Find coffee nearby for errands, work blocks, and neighborhood routines.",Nearby guide and local perks,Resident benefit | Nearby locations | Active offer | Campaign opportunity,,Show Card -> /brands/jos-coffee | Explore Nearby -> /map?mode=resident&tab=map&filter=Around%20the%20Corner&entityId=brand-jos-coffee | Save -> toggle_saved_state,Brand,2nd Street,0.4 mi / Partner signal,Morning resident movement and repeat visits create reliable local interest windows.,Nearby guide and local perks,Resident benefit | Nearby locations | Active offer | Campaign opportunity,,Launch Campaign -> /partners/campaigns?brand=jos-coffee | View Reports -> /partner-workspace/overview?brand=jos-coffee | Resident View -> /map?mode=resident&tab=map&entityId=brand-jos-coffee | Edit Visibility -> open_visibility_controls | View Audience -> open_audience_view | Contact -> /contact,/images/partner_coffee_shop_1779052868356.png,,,,Imported from current map inventory
current_map_entity,,brand-merit-coffee,merit-coffee,Merit Coffee,brand,coffee,coffee,Merit Coffee,Downtown Core,30.2657,-97.7473,,brand,coffee,Coffee,/pins/circular/categories/coffee.svg,True,False,Nearby guide and local perks,"Find coffee nearby for errands, work blocks, and neighborhood routines.",Brand,Downtown Core,0.6 mi / Resident ready,"Find coffee nearby for errands, work blocks, and neighborhood routines.",Nearby guide and local perks,Resident benefit | Nearby locations | Active offer | Campaign opportunity,,Show Card -> /brands/merit-coffee | Explore Nearby -> /map?mode=resident&tab=map&filter=Around%20the%20Corner&entityId=brand-merit-coffee | Save -> toggle_saved_state,Brand,Downtown Core,0.6 mi / Partner signal,Morning resident movement and repeat visits create reliable local interest windows.,Nearby guide and local perks,Resident benefit | Nearby locations | Active offer | Campaign opportunity,,Launch Campaign -> /partners/campaigns?brand=merit-coffee | View Reports -> /partner-workspace/overview?brand=merit-coffee | Resident View -> /map?mode=resident&tab=map&entityId=brand-merit-coffee | Edit Visibility -> open_visibility_controls | View Audience -> open_audience_view | Contact -> /contact,/images/partner_coffee_shop_1779052868356.png,,,,Imported from current map inventory
current_map_entity,,brand-le-cafe-crepe,le-cafe-crepe,Le Cafe Crepe,brand,coffee,coffee,Le Cafe Crepe,Congress,30.2671,-97.7426,,brand,coffee,Coffee,/pins/circular/categories/coffee.svg,True,False,Nearby guide and local perks,"Find coffee nearby for errands, work blocks, and neighborhood routines.",Brand,Congress,0.2 mi / Resident ready,"Find coffee nearby for errands, work blocks, and neighborhood routines.",Nearby guide and local perks,Resident benefit | Nearby locations | Active offer | Campaign opportunity,,Show Card -> /brands/le-cafe-crepe | Explore Nearby -> /map?mode=resident&tab=map&filter=Around%20the%20Corner&entityId=brand-le-cafe-crepe | Save -> toggle_saved_state,Brand,Congress,0.2 mi / Partner signal,Morning resident movement and repeat visits create reliable local interest windows.,Nearby guide and local perks,Resident benefit | Nearby locations | Active offer | Campaign opportunity,,Launch Campaign -> /partners/campaigns?brand=le-cafe-crepe | View Reports -> /partner-workspace/overview?brand=le-cafe-crepe | Resident View -> /map?mode=resident&tab=map&entityId=brand-le-cafe-crepe | Edit Visibility -> open_visibility_controls | View Audience -> open_audience_view | Contact -> /contact,/images/partner_coffee_shop_1779052868356.png,,,,Imported from current map inventory
current_map_entity,,brand-fareground,fareground,Fareground,brand,restaurant,restaurant,Fareground,Congress,30.2632,-97.7438,,brand,dining,Dining,/pins/circular/categories/dining.svg,True,False,Nearby guide and local perks,"Explore nearby dining, neighborhood events, and local moments around this restaurant.",Brand,Congress,0.4 mi / Resident ready,"Explore nearby dining, neighborhood events, and local moments around this restaurant.",Nearby guide and local perks,Resident benefit | Nearby locations | Active offer | Campaign opportunity,,Show Card -> /brands/fareground | Explore Nearby -> /map?mode=resident&tab=map&filter=Around%20the%20Corner&entityId=brand-fareground | Save -> toggle_saved_state,Brand,Congress,0.4 mi / Partner signal,"Dining demand, group plans, and nearby events can bring people to the table.",Nearby guide and local perks,Resident benefit | Nearby locations | Active offer | Campaign opportunity,,Launch Campaign -> /partners/campaigns?brand=fareground | View Reports -> /partner-workspace/overview?brand=fareground | Resident View -> /map?mode=resident&tab=map&entityId=brand-fareground | Edit Visibility -> open_visibility_controls | View Audience -> open_audience_view | Contact -> /contact,/images/partner_dining_patio_1779052819620.png,,,,Imported from current map inventory
current_map_entity,,brand-acl-live,acl-live,ACL Live,brand,event,event,ACL Live,2nd Street,30.265,-97.7472,,brand,event,Event,/pins/circular/categories/events.svg,True,False,Nearby guide and local perks,"See what is happening nearby and pair it with dining, drinks, or local perks.",Brand,2nd Street,0.6 mi / Resident ready,"See what is happening nearby and pair it with dining, drinks, or local perks.",Nearby guide and local perks,Resident benefit | Nearby locations | Active offer | Campaign opportunity,,RSVP -> /brands/acl-live | Explore Nearby -> /map?mode=resident&tab=map&filter=Around%20the%20Corner&entityId=brand-acl-live | Save -> toggle_saved_state,Brand,2nd Street,0.6 mi / Partner signal,"Event attendance can send people toward nearby food, drinks, and local perks.",Nearby guide and local perks,Resident benefit | Nearby locations | Active offer | Campaign opportunity,,Launch Campaign -> /partners/campaigns?brand=acl-live | View Reports -> /partner-workspace/overview?brand=acl-live | Resident View -> /map?mode=resident&tab=map&entityId=brand-acl-live | Edit Visibility -> open_visibility_controls | View Audience -> open_audience_view | Contact -> /contact,/images/moody_theater_live_music_1779052684229.png,,,,Imported from current map inventory
