id,name,type,category,partnerType,brand,district,latitude,longitude,address,sourceLayer,currentPinKey,currentPinAsset,recommendedPinKey,recommendedPinAsset,pinStatus,imageSource,currentImage,imageStatus,imageNotes,imageDirection,recommendedPanelCopy,sourceNotes,priority
brand-the-line-austin,The Line Austin,brand,hotel,hotel,,Congress,30.2627,-97.7435,,hotel,hotel,/pins/circular/categories/hotels.svg,hotel,/pins/circular/categories/hotels.svg,OK,entity,/images/hospitality/FVYZlJYG9EOdXp31bh8GIkk3w6mSV8U8I1d9Zqofl--jqIENgWsuqVYVSszwDnFwze8BBSM4tzTLq2Uch3eNsNN7jLRha9DXMuJzwOPIu6IS3i4KPsJjwWZhQG2_2udJyaVJSu7yMNnkDqcXa6Ni_h8cHea5qSaBgHQQcnKPXlD7NqsIYGDxz2TQ1IACJQRP.jpeg,OK,Image source looks usable from CSV only.,"Use official hotel lobby, pool, exterior, or hospitality detail image for that exact property.","The Line Austin gives Downtown Perks residents a practical local advantage in Congress. Nearby guide and local perks. Save it, get directions, or explore nearby perks.",address column blank; verify panel does not need visible address,P2
brand-fairmont-austin,Fairmont Austin,brand,hotel,hotel,,Convention Core,30.2622,-97.7404,,hotel,hotel,/pins/circular/categories/hotels.svg,hotel,/pins/circular/categories/hotels.svg,OK,category,/images/hospitality/FVYZlJYG9EOdXp31bh8GIkk3w6mSV8U8I1d9Zqofl--jqIENgWsuqVYVSszwDnFwze8BBSM4tzTLq2Uch3eNsNN7jLRha9DXMuJzwOPIu6IS3i4KPsJjwWZhQG2_2udJyaVJSu7yMNnkDqcXa6Ni_h8cHea5qSaBgHQQcnKPXlD7NqsIYGDxz2TQ1IACJQRP.jpeg,Review,category fallback image,"Use official hotel lobby, pool, exterior, or hospitality detail image for that exact property.","Fairmont Austin gives Downtown Perks residents a practical local advantage in Convention Core. Nearby guide and local perks. Save it, get directions, or explore nearby perks.",address column blank; verify panel does not need visible address,P1
brand-austin-marriott-downtown,Austin Marriott Downtown,brand,hotel,hotel,,Convention Core,30.2634,-97.7402,,hotel,hotel,/pins/circular/categories/hotels.svg,hotel,/pins/circular/categories/hotels.svg,OK,category,/images/hospitality/FVYZlJYG9EOdXp31bh8GIkk3w6mSV8U8I1d9Zqofl--jqIENgWsuqVYVSszwDnFwze8BBSM4tzTLq2Uch3eNsNN7jLRha9DXMuJzwOPIu6IS3i4KPsJjwWZhQG2_2udJyaVJSu7yMNnkDqcXa6Ni_h8cHea5qSaBgHQQcnKPXlD7NqsIYGDxz2TQ1IACJQRP.jpeg,Review,category fallback image,"Use official hotel lobby, pool, exterior, or hospitality detail image for that exact property.","Austin Marriott Downtown gives Downtown Perks residents a practical local advantage in Convention Core. Nearby guide and local perks. Save it, get directions, or explore nearby perks.",address column blank; verify panel does not need visible address,P1
brand-royal-blue-grocery,Royal Blue Grocery,brand,retail,retail,Royal Blue Grocery,Downtown Core,30.2665,-97.7432,,brand,retail,/pins/circular/categories/retail.svg,retail,/pins/circular/categories/retail.svg,OK,category,/images/panels/yeti.jpeg,Review,category fallback image; possible image mismatch: YETI image used for other retail,Use clean storefront or product-detail imagery with a neighborhood errand feel.,"Royal Blue Grocery gives Downtown Perks residents a practical local advantage in Downtown Core. Nearby guide and local perks. Save it, get directions, or explore nearby perks.",address column blank; verify panel does not need visible address,P1
brand-jos-coffee,Jo's Coffee,brand,coffee,coffee,Jo's Coffee,2nd Street,30.2516,-97.7494,,brand,coffee,/pins/circular/categories/coffee.svg,coffee,/pins/circular/categories/coffee.svg,OK,entity,/images/partner_coffee_shop_1779052868356.png,OK,Image source looks usable from CSV only.,"Use bright morning café imagery: counter, cup, pastry, natural light; resident routine energy.","Jo's Coffee gives Downtown Perks residents a practical local advantage in 2nd Street. Nearby guide and local perks. Save it, get directions, or explore nearby perks.",address column blank; verify panel does not need visible address,P2
brand-merit-coffee,Merit Coffee,brand,coffee,coffee,Merit Coffee,Downtown Core,30.2657,-97.7473,,brand,coffee,/pins/circular/categories/coffee.svg,coffee,/pins/circular/categories/coffee.svg,OK,entity,/images/partner_coffee_shop_1779052868356.png,OK,Image source looks usable from CSV only.,"Use bright morning café imagery: counter, cup, pastry, natural light; resident routine energy.","Merit Coffee gives Downtown Perks residents a practical local advantage in Downtown Core. Nearby guide and local perks. Save it, get directions, or explore nearby perks.",address column blank; verify panel does not need visible address,P2
brand-le-cafe-crepe,Le Cafe Crepe,brand,coffee,coffee,Le Cafe Crepe,Congress,30.2671,-97.7426,,brand,coffee,/pins/circular/categories/coffee.svg,coffee,/pins/circular/categories/coffee.svg,OK,entity,/images/partner_coffee_shop_1779052868356.png,OK,Image source looks usable from CSV only.,"Use bright morning café imagery: counter, cup, pastry, natural light; resident routine energy.","Le Cafe Crepe gives Downtown Perks residents a practical local advantage in Congress. Nearby guide and local perks. Save it, get directions, or explore nearby perks.",address column blank; verify panel does not need visible address,P2
brand-fareground,Fareground,brand,restaurant,restaurant,Fareground,Congress,30.2632,-97.7438,,brand,dining,/pins/circular/categories/dining.svg,dining,/pins/circular/categories/dining.svg,OK,category,/images/partner_dining_patio_1779052819620.png,Review,category fallback image,"Use patio, plate, table, or venue atmosphere imagery with resident social energy.","Fareground gives Downtown Perks residents a practical local advantage in Congress. Nearby guide and local perks. Save it, get directions, or explore nearby perks.",address column blank; verify panel does not need visible address,P1
brand-acl-live,ACL Live,brand,event,event,ACL Live,2nd Street,30.265,-97.7472,,brand,event,/pins/circular/categories/events.svg,event,/pins/circular/categories/events.svg,OK,entity,/images/moody_theater_live_music_1779052684229.png,OK,Image source looks usable from CSV only.,Use event atmosphere tied to venue/context; include subtle scheduled-experience feel.,"ACL Live gives Downtown Perks residents a practical local advantage in 2nd Street. Nearby guide and local perks. Save it, get directions, or explore nearby perks.",address column blank; verify panel does not need visible address,P2
brand-antones,Antone's,brand,culture,culture,Antone's,Downtown Core,30.2669,-97.7429,,brand,art,/pins/circular/categories/culture.svg,art,/pins/circular/categories/culture.svg,OK,entity,/images/moody_theater_live_music_1779052684229.png,OK,Image source looks usable from CSV only.,"Use marquee, stage, gallery, or installation imagery. Keep it editorial and downtown-specific.","Antone's gives Downtown Perks residents a practical local advantage in Downtown Core. Nearby guide and local perks. Save it, get directions, or explore nearby perks.",address column blank; verify panel does not need visible address,P2
brand-the-contemporary-austin,The Contemporary Austin,brand,culture,culture,The Contemporary Austin,Congress,30.2686,-97.7438,,brand,art,/pins/circular/categories/culture.svg,art,/pins/circular/categories/culture.svg,OK,entity,/images/downtown_art_walk_1779052670656.png,OK,Image source looks usable from CSV only.,"Use marquee, stage, gallery, or installation imagery. Keep it editorial and downtown-specific.","The Contemporary Austin gives Downtown Perks residents a practical local advantage in Congress. Nearby guide and local perks. Save it, get directions, or explore nearby perks.",address column blank; verify panel does not need visible address,P2
brand-bookpeople,BookPeople,brand,retail,retail,BookPeople,Market District,30.2718,-97.752,,brand,retail,/pins/circular/categories/retail.svg,retail,/pins/circular/categories/retail.svg,OK,category,/images/panels/yeti.jpeg,Review,category fallback image; possible image mismatch: YETI image used for other retail,Use clean storefront or product-detail imagery with a neighborhood errand feel.,"BookPeople gives Downtown Perks residents a practical local advantage in Market District. Nearby guide and local perks. Save it, get directions, or explore nearby perks.",address column blank; verify panel does not need visible address,P1
brand-trader-joes,Trader Joe's,brand,retail,retail,Trader Joe's,Seaholm,30.2672,-97.7501,,brand,retail,/pins/circular/categories/retail.svg,retail,/pins/circular/categories/retail.svg,OK,category,/images/panels/yeti.jpeg,Review,category fallback image; possible image mismatch: YETI image used for other retail,Use clean storefront or product-detail imagery with a neighborhood errand feel.,"Trader Joe's gives Downtown Perks residents a practical local advantage in Seaholm. Nearby guide and local perks. Save it, get directions, or explore nearby perks.",address column blank; verify panel does not need visible address,P1
brand-yeti,YETI,brand,retail,retail,YETI,2nd Street,30.2648,-97.7478,,brand,yeti,/pins/circular/brands/yeti.svg,yeti,/pins/circular/brands/yeti.svg,OK,category,/images/panels/yeti.jpeg,Review,category fallback image,Use clean storefront or product-detail imagery with a neighborhood errand feel.,"YETI gives Downtown Perks residents a practical local advantage in 2nd Street. Nearby guide and local perks. Save it, get directions, or explore nearby perks.",address column blank; verify panel does not need visible address,P1
brand-rivian,Rivian,brand,retail,retail,Rivian,Downtown Core,30.2655,-97.7468,,brand,rivian,/pins/circular/brands/rivian.svg,rivian,/pins/circular/brands/rivian.svg,OK,category,/images/brands/rivian-city-night.jpeg,Review,category fallback image,Use clean storefront or product-detail imagery with a neighborhood errand feel.,"Rivian gives Downtown Perks residents a practical local advantage in Downtown Core. Nearby guide and local perks. Save it, get directions, or explore nearby perks.",address column blank; verify panel does not need visible address,P1
brand-lululemon,lululemon,brand,wellness,wellness,lululemon,2nd Street,30.2659,-97.7476,,brand,wellness,/pins/circular/categories/fitness.svg,wellness,/pins/circular/categories/fitness.svg,OK,category,/images/brands/lululemon-yoga-stage.webp,Review,category fallback image,"Use calm active lifestyle or studio imagery; premium wellness, not gym stock-photo energy.","lululemon gives Downtown Perks residents a practical local advantage in 2nd Street. Nearby guide and local perks. Save it, get directions, or explore nearby perks.",address column blank; verify panel does not need visible address,P1
brand-equinox,Equinox,brand,wellness,wellness,Equinox,2nd Street,30.2654,-97.7481,,brand,wellness,/pins/circular/categories/fitness.svg,wellness,/pins/circular/categories/fitness.svg,OK,entity,/images/partner_wellness_1779052883675.png,OK,Image source looks usable from CSV only.,"Use calm active lifestyle or studio imagery; premium wellness, not gym stock-photo energy.","Equinox gives Downtown Perks residents a practical local advantage in 2nd Street. Nearby guide and local perks. Save it, get directions, or explore nearby perks.",address column blank; verify panel does not need visible address,P2
brand-fabi-and-rosi,Fabi & Rosi,brand,restaurant,restaurant,Fabi & Rosi,West Downtown,30.2725,-97.7592,,brand,dining,/pins/circular/categories/dining.svg,dining,/pins/circular/categories/dining.svg,OK,category,/images/partner/drop-in-images/inkind-plated-dinner.jpg,Review,category fallback image,"Use patio, plate, table, or venue atmosphere imagery with resident social energy.","Fabi & Rosi gives Downtown Perks residents a practical local advantage in West Downtown. Nearby guide and local perks. Save it, get directions, or explore nearby perks.",address column blank; verify panel does not need visible address,P1
brand-laz-y-boy-park,La-Z-Boy Park,brand,event,event,La-Z-Boy Park,Market District,30.2687,-97.7509,,brand,event,/pins/circular/categories/events.svg,event,/pins/circular/categories/events.svg,OK,category,/images/civic_lake_trail_1779052853070.png,Review,category fallback image,Use event atmosphere tied to venue/context; include subtle scheduled-experience feel.,"La-Z-Boy Park gives Downtown Perks residents a practical local advantage in Market District. Nearby guide and local perks. Save it, get directions, or explore nearby perks.",address column blank; verify panel does not need visible address,P1
brand-austin-fc,Austin FC,brand,event,event,Austin FC,Market District,30.2687,-97.7509,,brand,event,/pins/circular/categories/events.svg,event,/pins/circular/categories/events.svg,OK,category,/images/commercial_street_level_1779052788888.png,Review,category fallback image; generic street image; replace with event/venue visual,Use event atmosphere tied to venue/context; include subtle scheduled-experience feel.,"Austin FC gives Downtown Perks residents a practical local advantage in Market District. Nearby guide and local perks. Save it, get directions, or explore nearby perks.",address column blank; verify panel does not need visible address,P1
brand-equinox-austin,Equinox Austin,brand,wellness,wellness,Equinox Austin,2nd Street,30.2654,-97.7481,,brand,wellness,/pins/circular/categories/fitness.svg,wellness,/pins/circular/categories/fitness.svg,OK,category,/images/brands/lululemon-yoga-stage.webp,Review,category fallback image,"Use calm active lifestyle or studio imagery; premium wellness, not gym stock-photo energy.","Equinox Austin gives Downtown Perks residents a practical local advantage in 2nd Street. Nearby guide and local perks. Save it, get directions, or explore nearby perks.",address column blank; verify panel does not need visible address,P1
brand-castle-hill-fitness,Castle Hill Fitness,brand,wellness,wellness,Castle Hill Fitness,Market District,30.276,-97.7472,,brand,wellness,/pins/circular/categories/fitness.svg,wellness,/pins/circular/categories/fitness.svg,OK,category,/images/brands/lululemon-yoga-stage.webp,Review,category fallback image,"Use calm active lifestyle or studio imagery; premium wellness, not gym stock-photo energy.","Castle Hill Fitness gives Downtown Perks residents a practical local advantage in Market District. Nearby guide and local perks. Save it, get directions, or explore nearby perks.",address column blank; verify panel does not need visible address,P1
brand-press-cleaners,Press Cleaners,brand,service,service,Press Cleaners,Downtown Core,30.2645,-97.7465,,brand,partner-location,/pins/circular/system/partner-location.svg,services,/pins/circular/categories/services.svg,Update recommended,entity,/images/commercial_lobby_arrival_1779052774111.png,OK,Image source looks usable from CSV only.,"Use crisp practical-service imagery; clean, efficient, useful.","Press Cleaners gives Downtown Perks residents a practical local advantage in Downtown Core. Nearby guide and local perks. Save it, get directions, or explore nearby perks.",pin/icon should be updated for category clarity; address column blank; verify panel does not need visible address,P0
brand-the-independent,The Independent,brand,property,property,,Seaholm,30.2677,-97.7514,,property,property,/pins/circular/categories/residential.svg,property,/pins/circular/categories/residential.svg,OK,category,/images/brands/lululemon-yoga-stage.webp,Review,category fallback image; possible image mismatch: wellness image used for property,"Use property exterior, amenity, lobby, or lifestyle image tied to the actual building.","The Independent gives Downtown Perks residents a practical local advantage in Seaholm. Nearby guide and local perks. Save it, get directions, or explore nearby perks.",address column blank; verify panel does not need visible address,P1
brand-44-east-ave,44 East Ave,brand,property,property,,Rainey,30.2568,-97.74,,property,property,/pins/circular/categories/residential.svg,property,/pins/circular/categories/residential.svg,OK,category,/images/austonian_lobby_1779052725341.png,Review,category fallback image,"Use property exterior, amenity, lobby, or lifestyle image tied to the actual building.","44 East Ave gives Downtown Perks residents a practical local advantage in Rainey. Nearby guide and local perks. Save it, get directions, or explore nearby perks.",address column blank; verify panel does not need visible address,P1
brand-70-rainey,70 Rainey,brand,property,property,,Rainey,30.2559,-97.7393,,property,property,/pins/circular/categories/residential.svg,property,/pins/circular/categories/residential.svg,OK,category,/images/austonian_lobby_1779052725341.png,Review,category fallback image,"Use property exterior, amenity, lobby, or lifestyle image tied to the actual building.","70 Rainey gives Downtown Perks residents a practical local advantage in Rainey. Nearby guide and local perks. Save it, get directions, or explore nearby perks.",address column blank; verify panel does not need visible address,P1
brand-natiivo-austin,Natiivo Austin,brand,property,property,,Rainey,30.2561,-97.7385,,property,property,/pins/circular/categories/residential.svg,property,/pins/circular/categories/residential.svg,OK,entity,/images/austonian_lobby_1779052725341.png,OK,Image source looks usable from CSV only.,"Use property exterior, amenity, lobby, or lifestyle image tied to the actual building.","Natiivo Austin gives Downtown Perks residents a practical local advantage in Rainey. Nearby guide and local perks. Save it, get directions, or explore nearby perks.",address column blank; verify panel does not need visible address,P2
brand-austin-proper-residences,Austin Proper Residences,brand,property,property,,Seaholm,30.266281,-97.750109,,property,property,/pins/circular/categories/residential.svg,property,/pins/circular/categories/residential.svg,OK,category,/images/brands/lululemon-yoga-stage.webp,Review,category fallback image; possible image mismatch: wellness image used for property,"Use property exterior, amenity, lobby, or lifestyle image tied to the actual building.","Austin Proper Residences gives Downtown Perks residents a practical local advantage in Seaholm. Nearby guide and local perks. Save it, get directions, or explore nearby perks.",address column blank; verify panel does not need visible address,P1
four-seasons-resident-perk,Four Seasons,perk,perk,hospitality,,Downtown Core,30.26162,-97.74226,"98 San Jacinto Blvd, Austin, TX",perk,four_seasons,/pins/circular/brands/four-seasons.svg,four_seasons,/pins/circular/brands/four-seasons.svg,OK,entity,/images/perks/four-seasons.jpg,OK,Image source looks usable from CSV only.,"Use patio, plate, table, or venue atmosphere imagery with resident social energy.","Four Seasons gives Downtown Perks residents a practical local advantage in Downtown Core. Spa & dining resident perks. Save it, get directions, or explore nearby perks.",No major source issue in CSV.,P2
inkind-tenten,TenTen,venue,restaurant,venue,,West 6th,30.2684,-97.7492,,venue,inkind,/pins/circular/brands/inkind.svg,inkind,/pins/circular/brands/inkind.svg,OK,entity,/images/partner/drop-in-images/inkind-plated-dinner.jpg,OK,Image source looks usable from CSV only.,"Use patio, plate, table, or venue atmosphere imagery with resident social energy.","TenTen gives Downtown Perks residents a practical local advantage in West 6th. Resident dinner benefit at a participating inKind restaurant. Save it, get directions, or explore nearby perks.",address column blank; verify panel does not need visible address,P2
inkind-ember-kitchen,Ember Kitchen,venue,restaurant,venue,,Cesar Chavez / West Downtown,30.2651,-97.7514,,venue,inkind,/pins/circular/brands/inkind.svg,inkind,/pins/circular/brands/inkind.svg,OK,entity,/images/partner/drop-in-images/inkind-plated-dinner.jpg,OK,Image source looks usable from CSV only.,"Use patio, plate, table, or venue atmosphere imagery with resident social energy.","Ember Kitchen gives Downtown Perks residents a practical local advantage in Cesar Chavez / West Downtown. Resident dinner benefit for a tasting-night plan. Save it, get directions, or explore nearby perks.",address column blank; verify panel does not need visible address,P2
inkind-guest-house,The Guest House,venue,restaurant,venue,,West Downtown,30.2672,-97.7517,,venue,inkind,/pins/circular/brands/inkind.svg,inkind,/pins/circular/brands/inkind.svg,OK,entity,/images/partner/drop-in-images/inkind-plated-dinner.jpg,OK,Image source looks usable from CSV only.,"Use patio, plate, table, or venue atmosphere imagery with resident social energy.","The Guest House gives Downtown Perks residents a practical local advantage in West Downtown. A good choice for group dinners, nights out, and an easy plan nearby.. Save it, get directions, or explore nearby perks.",address column blank; verify panel does not need visible address,P2
legends-301-west-3604,"301 West Ave # 3604, Austin TX, 78701",listing,property,real_estate,Legends Real Estate,Market District / West Downtown,30.26688,-97.74721,,listing,listing,/pins/circular/special/legends-badge.svg,listing,/pins/circular/special/legends-badge.svg,OK,entity,/images/commercial_street_level_1779052788888.png,Review,listing panels should use listing/building-specific hero,Use a listing-specific hero image or building-level hero. Avoid generic street/lobby fallback for conversion panels.,"301 West Ave # 3604, Austin TX, 78701 is a Legends real estate listing in Market District / West Downtown. View the property, compare nearby resident perks, and contact the property team from the panel.",address column is blank; parse from name or populate explicit address for search/contact metadata; resident panel copy is too generic; replace with listing/entity-specific copy,P1
legends-506-w-7th-1,"506 W 7th ST # 1, Austin TX, 78701",listing,property,real_estate,Legends Real Estate,Downtown Austin,30.26963,-97.74711,,listing,listing,/pins/circular/special/legends-badge.svg,listing,/pins/circular/special/legends-badge.svg,OK,entity,/images/legends/2e7c0103-7197-4262-929e-2d9009852a37.avif,Review,listing panels should use listing/building-specific hero,Use a listing-specific hero image or building-level hero. Avoid generic street/lobby fallback for conversion panels.,"506 W 7th ST # 1, Austin TX, 78701 is a Legends real estate listing in Downtown Austin. View the property, compare nearby resident perks, and contact the property team from the panel.",address column is blank; parse from name or populate explicit address for search/contact metadata; resident panel copy is too generic; replace with listing/entity-specific copy,P1
legends-603-davis-1103,"603 Davis ST # 1103, Austin TX, 78701",listing,property,real_estate,Legends Real Estate,Rainey / East Downtown,30.25878,-97.73923,,listing,listing,/pins/circular/special/legends-badge.svg,listing,/pins/circular/special/legends-badge.svg,OK,entity,/images/austonian_lobby_1779052725341.png,Review,listing panels should use listing/building-specific hero,Use a listing-specific hero image or building-level hero. Avoid generic street/lobby fallback for conversion panels.,"603 Davis ST # 1103, Austin TX, 78701 is a Legends real estate listing in Rainey / East Downtown. View the property, compare nearby resident perks, and contact the property team from the panel.",address column is blank; parse from name or populate explicit address for search/contact metadata; resident panel copy is too generic; replace with listing/entity-specific copy,P1
legends-360-nueces-2501,"360 Nueces ST # 2501, Austin TX, 78701",listing,property,real_estate,Legends Real Estate,Market District / West Downtown,30.26724,-97.74674,,listing,listing,/pins/circular/special/legends-badge.svg,listing,/pins/circular/special/legends-badge.svg,OK,entity,/images/commercial_street_level_1779052788888.png,Review,listing panels should use listing/building-specific hero,Use a listing-specific hero image or building-level hero. Avoid generic street/lobby fallback for conversion panels.,"360 Nueces ST # 2501, Austin TX, 78701 is a Legends real estate listing in Market District / West Downtown. View the property, compare nearby resident perks, and contact the property team from the panel.",address column is blank; parse from name or populate explicit address for search/contact metadata; resident panel copy is too generic; replace with listing/entity-specific copy,P1
legends-603-davis-907,"603 Davis ST # 907, Austin TX, 78701",listing,property,real_estate,Legends Real Estate,Rainey / East Downtown,30.25878,-97.73923,,listing,listing,/pins/circular/special/legends-badge.svg,listing,/pins/circular/special/legends-badge.svg,OK,entity,/images/austonian_lobby_1779052725341.png,Review,listing panels should use listing/building-specific hero,Use a listing-specific hero image or building-level hero. Avoid generic street/lobby fallback for conversion panels.,"603 Davis ST # 907, Austin TX, 78701 is a Legends real estate listing in Rainey / East Downtown. View the property, compare nearby resident perks, and contact the property team from the panel.",address column is blank; parse from name or populate explicit address for search/contact metadata; resident panel copy is too generic; replace with listing/entity-specific copy,P1
legends-507-sabine-707,"507 Sabine ST # 707, Austin TX, 78701",listing,property,real_estate,Legends Real Estate,Downtown Core,30.26637,-97.73651,,listing,listing,/pins/circular/special/legends-badge.svg,listing,/pins/circular/special/legends-badge.svg,OK,entity,/images/legends/2e7c0103-7197-4262-929e-2d9009852a37.avif,Review,listing panels should use listing/building-specific hero,Use a listing-specific hero image or building-level hero. Avoid generic street/lobby fallback for conversion panels.,"507 Sabine ST # 707, Austin TX, 78701 is a Legends real estate listing in Downtown Core. View the property, compare nearby resident perks, and contact the property team from the panel.",address column is blank; parse from name or populate explicit address for search/contact metadata; resident panel copy is too generic; replace with listing/entity-specific copy,P1
legends-501-west-2002,"501 West Ave # 2002, Austin TX, 78701",listing,property,real_estate,Legends Real Estate,Market District / West Downtown,30.26558,-97.74731,,listing,listing,/pins/circular/special/legends-badge.svg,listing,/pins/circular/special/legends-badge.svg,OK,entity,/images/commercial_street_level_1779052788888.png,Review,listing panels should use listing/building-specific hero,Use a listing-specific hero image or building-level hero. Avoid generic street/lobby fallback for conversion panels.,"501 West Ave # 2002, Austin TX, 78701 is a Legends real estate listing in Market District / West Downtown. View the property, compare nearby resident perks, and contact the property team from the panel.",address column is blank; parse from name or populate explicit address for search/contact metadata; resident panel copy is too generic; replace with listing/entity-specific copy,P1
legends-210-lavaca-1810,"210 Lavaca ST # 1810, Austin TX, 78701",listing,property,real_estate,Legends Real Estate,Market District / West Downtown,30.26529,-97.74408,,listing,listing,/pins/circular/special/legends-badge.svg,listing,/pins/circular/special/legends-badge.svg,OK,entity,/images/commercial_street_level_1779052788888.png,Review,listing panels should use listing/building-specific hero,Use a listing-specific hero image or building-level hero. Avoid generic street/lobby fallback for conversion panels.,"210 Lavaca ST # 1810, Austin TX, 78701 is a Legends real estate listing in Market District / West Downtown. View the property, compare nearby resident perks, and contact the property team from the panel.",address column is blank; parse from name or populate explicit address for search/contact metadata; resident panel copy is too generic; replace with listing/entity-specific copy,P1
legends-301-west-1009,"301 West Ave # 1009, Austin TX, 78701",listing,property,real_estate,Legends Real Estate,Market District / West Downtown,30.26688,-97.74721,,listing,listing,/pins/circular/special/legends-badge.svg,listing,/pins/circular/special/legends-badge.svg,OK,entity,/images/commercial_street_level_1779052788888.png,Review,listing panels should use listing/building-specific hero,Use a listing-specific hero image or building-level hero. Avoid generic street/lobby fallback for conversion panels.,"301 West Ave # 1009, Austin TX, 78701 is a Legends real estate listing in Market District / West Downtown. View the property, compare nearby resident perks, and contact the property team from the panel.",address column is blank; parse from name or populate explicit address for search/contact metadata; resident panel copy is too generic; replace with listing/entity-specific copy,P1
legends-360-nueces-1707,"360 Nueces ST # 1707, Austin TX, 78701",listing,property,real_estate,Legends Real Estate,Market District / West Downtown,30.26724,-97.74674,,listing,listing,/pins/circular/special/legends-badge.svg,listing,/pins/circular/special/legends-badge.svg,OK,entity,/images/commercial_street_level_1779052788888.png,Review,listing panels should use listing/building-specific hero,Use a listing-specific hero image or building-level hero. Avoid generic street/lobby fallback for conversion panels.,"360 Nueces ST # 1707, Austin TX, 78701 is a Legends real estate listing in Market District / West Downtown. View the property, compare nearby resident perks, and contact the property team from the panel.",address column is blank; parse from name or populate explicit address for search/contact metadata; resident panel copy is too generic; replace with listing/entity-specific copy,P1
legends-301-west-3104,"301 West Ave # 3104, Austin TX, 78701",listing,property,real_estate,Legends Real Estate,Market District / West Downtown,30.26688,-97.74721,,listing,listing,/pins/circular/special/legends-badge.svg,listing,/pins/circular/special/legends-badge.svg,OK,entity,/images/commercial_street_level_1779052788888.png,Review,listing panels should use listing/building-specific hero,Use a listing-specific hero image or building-level hero. Avoid generic street/lobby fallback for conversion panels.,"301 West Ave # 3104, Austin TX, 78701 is a Legends real estate listing in Market District / West Downtown. View the property, compare nearby resident perks, and contact the property team from the panel.",address column is blank; parse from name or populate explicit address for search/contact metadata; resident panel copy is too generic; replace with listing/entity-specific copy,P1
legends-84-east-1906,"84 East Ave # 1906, Austin TX, 78701",listing,property,real_estate,Legends Real Estate,Rainey / East Downtown,30.25954,-97.73878,,listing,listing,/pins/circular/special/legends-badge.svg,listing,/pins/circular/special/legends-badge.svg,OK,entity,/images/austonian_lobby_1779052725341.png,Review,listing panels should use listing/building-specific hero,Use a listing-specific hero image or building-level hero. Avoid generic street/lobby fallback for conversion panels.,"84 East Ave # 1906, Austin TX, 78701 is a Legends real estate listing in Rainey / East Downtown. View the property, compare nearby resident perks, and contact the property team from the panel.",address column is blank; parse from name or populate explicit address for search/contact metadata; resident panel copy is too generic; replace with listing/entity-specific copy,P1
legends-507-sabine-908,"507 Sabine ST # 908, Austin TX, 78701",listing,property,real_estate,Legends Real Estate,Downtown Core,30.26637,-97.73651,,listing,listing,/pins/circular/special/legends-badge.svg,listing,/pins/circular/special/legends-badge.svg,OK,entity,/images/legends/2e7c0103-7197-4262-929e-2d9009852a37.avif,Review,listing panels should use listing/building-specific hero,Use a listing-specific hero image or building-level hero. Avoid generic street/lobby fallback for conversion panels.,"507 Sabine ST # 908, Austin TX, 78701 is a Legends real estate listing in Downtown Core. View the property, compare nearby resident perks, and contact the property team from the panel.",address column is blank; parse from name or populate explicit address for search/contact metadata; resident panel copy is too generic; replace with listing/entity-specific copy,P1
legends-84-east-2003,"84 East Ave # 2003, Austin TX, 78701",listing,property,real_estate,Legends Real Estate,Rainey / East Downtown,30.25954,-97.73878,,listing,listing,/pins/circular/special/legends-badge.svg,listing,/pins/circular/special/legends-badge.svg,OK,entity,/images/austonian_lobby_1779052725341.png,Review,listing panels should use listing/building-specific hero,Use a listing-specific hero image or building-level hero. Avoid generic street/lobby fallback for conversion panels.,"84 East Ave # 2003, Austin TX, 78701 is a Legends real estate listing in Rainey / East Downtown. View the property, compare nearby resident perks, and contact the property team from the panel.",address column is blank; parse from name or populate explicit address for search/contact metadata; resident panel copy is too generic; replace with listing/entity-specific copy,P1
legends-84-east-2508,"84 East Ave # 2508, Austin TX, 78701",listing,property,real_estate,Legends Real Estate,Rainey / East Downtown,30.25954,-97.73878,,listing,listing,/pins/circular/special/legends-badge.svg,listing,/pins/circular/special/legends-badge.svg,OK,entity,/images/austonian_lobby_1779052725341.png,Review,listing panels should use listing/building-specific hero,Use a listing-specific hero image or building-level hero. Avoid generic street/lobby fallback for conversion panels.,"84 East Ave # 2508, Austin TX, 78701 is a Legends real estate listing in Rainey / East Downtown. View the property, compare nearby resident perks, and contact the property team from the panel.",address column is blank; parse from name or populate explicit address for search/contact metadata; resident panel copy is too generic; replace with listing/entity-specific copy,P1
legends-610-davis-2204,"610 Davis ST # 2204, Austin TX, 78701",listing,property,real_estate,Legends Real Estate,Rainey / East Downtown,30.25861,-97.73863,,listing,listing,/pins/circular/special/legends-badge.svg,listing,/pins/circular/special/legends-badge.svg,OK,entity,/images/austonian_lobby_1779052725341.png,Review,listing panels should use listing/building-specific hero,Use a listing-specific hero image or building-level hero. Avoid generic street/lobby fallback for conversion panels.,"610 Davis ST # 2204, Austin TX, 78701 is a Legends real estate listing in Rainey / East Downtown. View the property, compare nearby resident perks, and contact the property team from the panel.",address column is blank; parse from name or populate explicit address for search/contact metadata; resident panel copy is too generic; replace with listing/entity-specific copy,P1
