id,name,map_status,image_source,image_url,image_attribution,google_place_id,google_photo_reference,google_places_status,qa_notes
little-brother,Little Brother,matched_current_map,existing_map,/images/fallbacks/drinks.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
windsor-on-the-lake-apartments,Windsor on the Lake Apartments,needs_review_missing_coordinates,existing_map,/images/map-pins/property/windsor-on-the-lake.avif,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
milago-condominium,Milago Condominium,needs_review_missing_coordinates,fallback,/images/fallbacks/residential.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
always-something,Always Something,needs_review_missing_coordinates,fallback,/images/fallbacks/dining.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
toy-joy,Toy Joy,matched_current_map,existing_map,/images/fallbacks/retail.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
lucky-lizard-curios-and-gifts,Lucky Lizard Curios & Gifts,needs_review_missing_coordinates,fallback,/images/fallbacks/retail.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
daydreamer-coffee,Daydreamer Coffee,needs_review_missing_coordinates,fallback,/images/fallbacks/coffee.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
7th-street,7th Street,needs_review_missing_coordinates,existing_map,/images/fallbacks/coffee.jpg,,,,skipped_no_api_key,"Use as a route/geography filter, not a business drawer. | Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
cesar-chavez-street,Cesar Chavez Street,needs_review_missing_coordinates,existing_map,/images/fallbacks/dining.jpg,,,,skipped_no_api_key,"Use as a route/geography filter, not a business drawer. | Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
electric-shuffle,Electric Shuffle,needs_review_missing_coordinates,fallback,/images/fallbacks/dining.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
east-austin,East Austin,needs_review_missing_coordinates,existing_map,/images/map-pins/property/44-east.jpg,,,,skipped_no_api_key,"Avoid duplicate district pins; use as guide layer. | Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
dwell-coworking,Dwell Coworking,needs_review_missing_coordinates,existing_map,/images/fallbacks/dining.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
atelier-1205,Atelier 1205,needs_review_missing_coordinates,fallback,/images/fallbacks/retail.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
arriba-abajo,Arriba Abajo,needs_review_missing_coordinates,fallback,/images/fallbacks/dining.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
half-step,Half Step,matched_current_map,fallback,/images/fallbacks/drinks.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
heydey-social-club,Heydey Social Club,needs_review_missing_coordinates,fallback,/images/fallbacks/drinks.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
subterra-agave-bar,Subterra Agave Bar,matched_current_map,existing_map,/images/fallbacks/drinks.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
bar-hacienda,Bar Hacienda,needs_review_missing_coordinates,existing_map,/images/fallbacks/drinks.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
skyhouse-austin,SkyHouse Austin,matched_current_map,existing_map,/images/fallbacks/residential.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
corner-restaurant,Corner Restaurant,matched_current_map,existing_map,/images/fallbacks/dining.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
marlow,Marlow,needs_review_missing_coordinates,fallback,/images/fallbacks/dining.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
sixth-street,Sixth Street,needs_review_missing_coordinates,fallback,/images/fallbacks/civic.jpg,,,,skipped_no_api_key,"Avoid duplicate district pins; use as guide layer. | Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
perry-s-steakhouse-and-grille,Perry's Steakhouse & Grille,needs_review_missing_coordinates,existing_map,/images/fallbacks/dining.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
the-shore-condominium,The Shore Condominium,needs_review_missing_coordinates,fallback,/images/fallbacks/residential.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
the-peacock,The Peacock,matched_current_map,existing_map,/images/fallbacks/dining.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
zanzibar,Zanzibar,matched_current_map,existing_map,/images/fallbacks/dining.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
united-apparel-liquidators,United Apparel Liquidators,needs_review_missing_coordinates,fallback,/images/fallbacks/retail.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
hemline,Hemline,matched_current_map,existing_map,/images/fallbacks/retail.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
cedar-street,Cedar Street,needs_review_missing_coordinates,fallback,/images/fallbacks/dining.jpg,,,,skipped_no_api_key,"Use as a route/geography filter, not a business drawer. | Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
container-bar,Container Bar,needs_review_missing_coordinates,fallback,/images/fallbacks/drinks.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
atown,Atown,needs_review_missing_coordinates,fallback,/images/fallbacks/retail.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
moody-amphitheater,Moody Amphitheater,matched_current_map,existing_map,/images/fallbacks/music.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
la-condesa,La Condesa,matched_current_map,existing_map,/images/fallbacks/dining.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
seaholm-power-plant,Seaholm Power Plant,matched_current_map,existing_map,/images/fallbacks/residential.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
strangelove,Strangelove,needs_review_missing_coordinates,existing_map,/images/fallbacks/dining.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
rain-on-4th,Rain on 4th,matched_current_map,existing_map,/images/fallbacks/drinks.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
midnight-cowboy,Midnight Cowboy,matched_current_map,existing_map,/images/fallbacks/drinks.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
bullock-museum,Bullock Museum,needs_review_missing_coordinates,fallback,/images/fallbacks/dining.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
ember-kitchen,Ember Kitchen,matched_current_map,existing_map,/images/fallbacks/dining.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
canopy-by-hilton,Canopy by Hilton,matched_current_map,existing_map,/images/fallbacks/hotel.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
the-belmont,The Belmont,matched_current_map,existing_map,/images/fallbacks/dining.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
360-condos,360 Condos,needs_review_missing_coordinates,existing_map,/images/fallbacks/residential.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
70-rainey,70 Rainey,matched_current_map,fallback,/images/fallbacks/residential.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
emmer-and-rye,Emmer & Rye,matched_current_map,fallback,/images/fallbacks/dining.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
cedar-street-courtyard,Cedar Street Courtyard,matched_current_map,existing_map,/images/fallbacks/drinks.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
austin-proper,Austin Proper,matched_current_map,existing_map,/images/fallbacks/residential.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
waterloo-park,Waterloo Park,matched_current_map,existing_map,/images/fallbacks/civic.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
patika,Patika,needs_review_missing_coordinates,fallback,/images/fallbacks/coffee.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
mohawk,Mohawk,matched_current_map,existing_map,/images/fallbacks/drinks.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
blanton-museum,Blanton Museum,needs_review_missing_coordinates,fallback,/images/fallbacks/dining.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
paramount-theatre,Paramount Theatre,matched_current_map,existing_map,/images/fallbacks/civic.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
moody-center,Moody Center,needs_review_missing_coordinates,fallback,/images/fallbacks/dining.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
dean-s,Dean's,needs_review_missing_coordinates,existing_map,/images/fallbacks/retail.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
speakeasy,Speakeasy,matched_current_map,existing_map,/images/fallbacks/drinks.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
comedor,Comedor,matched_current_map,fallback,/images/fallbacks/dining.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
hotel-van-zandt,Hotel Van Zandt,matched_current_map,fallback,/images/fallbacks/hotel.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
2nd-street-district,2nd Street District,needs_review_missing_coordinates,fallback,/images/fallbacks/civic.jpg,,,,skipped_no_api_key,"Avoid duplicate district pins; use as guide layer. | Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
four-seasons,Four Seasons,matched_current_map,fallback,/images/fallbacks/hotel.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
austin-rotisserie,Austin Rotisserie,needs_review_missing_coordinates,existing_map,/images/fallbacks/retail.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
edge-rooftop,Edge Rooftop,needs_review_missing_coordinates,existing_map,/images/fallbacks/drinks.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
fareground-austin,Fareground Austin,matched_current_map,existing_map,/images/fallbacks/dining.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
east-avenue,East Avenue,needs_review_missing_coordinates,fallback,/images/fallbacks/dining.jpg,,,,skipped_no_api_key,"Use as a route/geography filter, not a business drawer. | Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
devil-may-care,Devil May Care,matched_current_map,existing_map,/images/fallbacks/dining.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
antone-s,Antone's,needs_review_missing_coordinates,existing_map,/images/fallbacks/drinks.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
wu-chow,Wu Chow,matched_current_map,existing_map,/images/fallbacks/dining.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
jw-marriott,JW Marriott,matched_current_map,existing_map,/images/fallbacks/hotel.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
green-light-social,Green Light Social,matched_current_map,existing_map,/images/fallbacks/drinks.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
waterloo-records,Waterloo Records,matched_current_map,existing_map,/images/fallbacks/retail.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
jo-s,Jo's,needs_review_missing_coordinates,fallback,/images/fallbacks/coffee.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
stay-put-brewpub,Stay Put Brewpub,needs_review_missing_coordinates,fallback,/images/fallbacks/drinks.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
thompson-austin,Thompson Austin,matched_current_map,existing_map,/images/fallbacks/hotel.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
true-food-kitchen,True Food Kitchen,matched_current_map,existing_map,/images/fallbacks/dining.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
whole-foods-flagship,Whole Foods Flagship,needs_review_missing_coordinates,existing_map,/images/fallbacks/residential.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
the-dead-rabbit,The Dead Rabbit,needs_review_missing_coordinates,existing_map,/images/fallbacks/property.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
the-stephen-f-austin-royal-sonesta-hotel,The Stephen F. Austin Royal Sonesta Hotel,matched_current_map,existing_map,/images/fallbacks/hotel.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
bar-fino,Bar Fino,needs_review_missing_coordinates,fallback,/images/fallbacks/drinks.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
eliza-page,Eliza Page,matched_current_map,existing_map,/images/fallbacks/retail.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
republic-square,Republic Square,matched_current_map,existing_map,/images/fallbacks/wellness.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
